id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
CRB1	CRB1	1.62008E+00	3.17E-05	Unclassified	BrainSpLMD|23418	OMIM|604210;HPO|23418|Abnormal electroretinogram, Abnormality of neuronal migration, Abnormality of retinal pigmentation, Abnormality of the optic disc, Abnormality of the retinal vasculature, Abnormality of the testis, Anteverted nares, Aplasia/Hypoplasia of the cerebellar vermis, Atypical scarring of skin, Autosomal recessive inheritance, Blindness, Bone spicule pigmentation of the retina, Cataract, Conductive hearing impairment, Encephalocele, Esotropia, Glaucoma, Hemiplegia/hemiparesis, High-grade hypermetropia, Hyperinsulinemia, Hypermetropia, Hypogonadism, Hypoplasia of penis, Intellectual disability, Keratoconus, Muscular hypotonia, Nystagmus, Obesity, Ophthalmoplegia, Optic atrophy, Paravenous chorioretinal atrophy, Pendular nystagmus, Photophobia, Progressive night blindness, Rod-cone dystrophy, Seizures, Sensorineural hearing impairment, Severe visual impairment, Undetectable electroretinogram, Visual impairment, Vitreoretinal degeneration, Wide nasal bridge
LANCL1	LANCL1	1.59000E+00	0.000100221	G protein coupled receptor	BrainSpLMD|10314;Eurexp|euxassay_018256|facial VII, glossopharyngeal IX, mantle layer, olfactory, thymus primordium, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|604155
EFNA5	EFNA5	1.58052E+00	9.99E-16	Ligand	BrainSpLMD|1946;BrainSpMouseDev|13418	OMIM|601535
PFN2	PFN2	1.57858E+00	0	Structural protein	BrainSpLMD|5217;Eurexp|euxassay_002518|brain, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, spinal cord, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa	OMIM|176590
ABCA1	ABCA1	1.54780E+00	0.00165842	Transport/cargo protein	BrainSpLMD|19;Eurexp|euxassay_009354|brain, spinal cord, ventricular layer	OMIM|600046;HPO|19|Abdominal pain, Abnormality of the liver, Accelerated atherosclerosis, Anemia, Autosomal dominant inheritance, Autosomal recessive inheritance, Blurred vision, Chronic noninfectious lymphadenopathy, Corneal opacity, Coronary artery stenosis, Decreased circulating high-density lipoprotein levels, Distal amyotrophy, Distal muscle weakness, Dry skin, EMG abnormality, Ectropion, Facial diplegia, Hemiplegia/hemiparesis, Hepatomegaly, Hepatosplenomegaly, Hypertriglyceridemia, Hypocholesterolemia, Hyporeflexia, Impaired pain sensation, Impaired temperature sensation, Left ventricular hypertrophy, Lymphadenopathy, Myocardial infarction, Nail dysplasia, Nail dystrophy, Opacification of the corneal stroma, Orange discoloured tonsils, Peripheral axonal neuropathy, Peripheral demyelination, Progressive peripheral neuropathy, Splenomegaly, Visual impairment, Xanthomatosis
GLCCI1	GLCCI1	1.54618E+00	9.03E-05	Unclassified	BrainSpLMD|113263;Eurexp|euxassay_014439|axial skeleton, nasal septum, olfactory, ventricular layer, vestibulocochlear VIII, vomeronasal organ;BrainSpMouseDev|82074	OMIM|614283
IER2	IER2	1.54590E+00	0.002238661	Transcription factor	BrainSpLMD|9592;Eurexp|euxassay_013742|cochlea, incisor, molar, submandibular gland primordium, utricle, vestibular component, vibrissa	
ST8SIA4	ST8SIA4	1.52683E+00	0.000827969	Enzyme: Sialyltransferase	BrainSpLMD|7903;Eurexp|euxassay_007776|brain, dorsal root ganglion, left lung, mesenchyme, neural retina, olfactory, organ system, right lung, spinal cord, trigeminal V	OMIM|602547
TIAM1	TIAM1	1.50664E+00	9.73E-12	Guanine nucleotide exchange factor	BrainSpLMD|7074;Eurexp|euxassay_006321|epidermis, incisor, molar, naris, olfactory, submandibular gland primordium, thymus primordium, vibrissa;BrainSpMouseDev|21603	OMIM|600687
ASAP1	ASAP1	1.50543E+00	5.31E-05	GTPase activating protein	BrainSpLMD|50807	OMIM|605953
ARL4D	ARL4D	1.50418E+00	7.79E-06	GTPase	BrainSpLMD|379	OMIM|600732
DOCK11	DOCK11	1.48156E+00	0.003941543	Unclassified	BrainSpLMD|139818	OMIM|300681
USP9Y	USP9Y	1.47298E+00	6.66E-07	Ubiquitin proteasome system protein	BrainSpLMD|8287	SFARI||Autism, No category;OMIM|400005;HPO|8287|Azoospermia, Decreased testicular size, Male infertility, Non-obstructive azoospermia, Oligospermia, Y-linked inheritance
TMEM123	TMEM123	1.46737E+00	1.20E-11	Cell surface receptor	BrainSpLMD|114908	OMIM|606356
RPL5P23	RPL5P23	1.46705E+00	0.000207029			
DLX6.AS1	DLX6.AS1	1.46630E+00	0			
RPL21P119	RPL21P119	1.46508E+00	0.000314131			
BLOC1S1	BLOC1S1	1.44972E+00	0.000138987	Enzyme: Acyltransferase	BrainSpLMD|2647	OMIM|601444
CORO2B	CORO2B	1.44669E+00	0.000591903	Cytoskeletal associated protein	BrainSpLMD|10391	OMIM|605002
STXBP5L	STXBP5L	1.43605E+00	7.02E-05	Transport/cargo protein	Eurexp|euxassay_011926|mantle layer	OMIM|609381
PDZRN4	PDZRN4	1.43415E+00	2.84E-10	Unclassified	BrainSpLMD|29951;Eurexp|euxassay_013149|axial skeleton, basioccipital bone, femur, fibula, humerus, mantle layer, phalanx, rib, scapula, tibia	OMIM|609730
KLF4	KLF4	1.42010E+00	0.00060735	Transcription regulatory protein	BrainSpLMD|9314;Eurexp|euxassay_005264|arm, bladder, clavicle, cranium, extraembryonic component, femur, fibula, footplate, forelimb, handplate, hindlimb, lower leg, mandible, maxilla, molar, oesophagus, orbito-sphenoid, palatal shelf, penis, rest of mesenchyme, rib, tibia, vertebral axis muscle system, vibrissa;BrainSpMouseDev|16373	OMIM|602253;COSMIC||meningioma
NRXN3	NRXN3	1.39818E+00	0	Adhesion molecule	BrainSpLMD|9369;Eurexp|euxassay_009777|bladder, collecting ducts, inner ear, mantle layer, marginal layer, neural retina, vibrissa	SFARI||Autism, 3 - Suggestive evidence;OMIM|600567
DLX6	DLX6	1.38259E+00	7.29E-11	Transcription factor	BrainSpLMD|1750;BrainSpMouseDev|13175	SFARI||Autism, 4 - Minimal evidence;OMIM|600030;HPO|1750|Finger syndactyly, Oligodactyly
ZAK	ZAK	1.36085E+00	0.002882499			
DLX1	DLX1	1.34889E+00	0.000314235	Transcription factor	BrainSpLMD|1745;Eurexp|euxassay_008426|cochlea, epithelium, footplate, handplate, incisor, inner ear, mantle layer, midgut, naso-lacrimal duct, neural retina, oesophagus, paraxial mesenchyme, retina, skeletal muscle, skeleton, stomach, utricle, vibrissa;BrainSpMouseDev|13169	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600029
SGPL1	SGPL1	1.34656E+00	0.003362569	Enzyme: Lyase	BrainSpLMD|8879;Eurexp|euxassay_009987|mantle layer, mesenchyme, metanephros, olfactory, renal/urinary system, thymus primordium	OMIM|603729
COPG2	COPG2	1.34392E+00	0.004033163	Transport/cargo protein	BrainSpMouseDev|33453	OMIM|604355
TTTY15	TTTY15	1.33178E+00	8.99E-08			
KIF21B	KIF21B	1.29767E+00	0.000492088	Unclassified	BrainSpLMD|23046;Eurexp|euxassay_011005|dorsal root ganglion, facial VII, forebrain, hindbrain, midbrain, neural retina, spinal cord, trigeminal V, vestibulocochlear VIII	OMIM|608322
AC018643.4	AC018643.4	1.24722E+00	8.59E-05			
TRIM36.IT1	TRIM36.IT1	1.23703E+00	1.10E-07			
ABAT	ABAT	1.21376E+00	0.000109784	Enzyme: Aminotransferase	BrainSpLMD|18;Eurexp|euxassay_001907|cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, mantle layer, thoracic, thymus primordium, trigeminal V, ventricular layer;BrainSpMouseDev|92603	SFARI||Autism, 4 - Minimal evidence;OMIM|137150;HPO|18|Agenesis of corpus callosum, Autosomal recessive inheritance, Cerebellar hypoplasia, Death in childhood, Downslanted palpebral fissures, Global developmental delay, High-pitched cry, Hyperreflexia, Lethargy, Leukodystrophy, Posterior fossa cyst, Retrognathia, Seizures, Severe muscular hypotonia, Tall stature
GRIA4	GRIA4	1.17338E+00	0.000226202	Extracellular ligand gated channel	BrainSpLMD|2893;Eurexp|euxassay_006297|bladder, brain, cervical, cervico-thoracic, cortex, dorsal root ganglion, ductus deferens, facial VII, incisor, loop, medulla, metanephros, molar, neural retina, spinal cord, stomach, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|14578	OMIM|138246
IPO9	IPO9	1.17307E+00	0.003002748	Transport/cargo protein	BrainSpLMD|55705	
MEG3	MEG3	1.15528E+00	3.35E-13			OMIM|605636
DDR1	DDR1	1.12586E+00	0.002666133	Receptor tyrosine kinase	BrainSpLMD|780;BrainSpMouseDev|12090	OMIM|600408
NDUFS1	NDUFS1	1.11093E+00	0.000291691	Enzyme: Oxidoreductase	BrainSpLMD|4719;Eurexp|euxassay_018914|dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, incisor, liver, mandible, mantle layer, maxilla, midgut, molar, neural retina, orbito-sphenoid, pancreas, stomach, submandibular gland primordium, testis, thymus primordium, trigeminal V, ventral grey horn, vertebral axis muscle system, vestibulocochlear VIII, vibrissa	OMIM|157655;HPO|4719|Abnormal mitochondria in muscle tissue, Acute necrotizing encephalopathy, Ataxia, Autosomal recessive inheritance, Babinski sign, Blindness, Cerebellar atrophy, Cerebral edema, Coma, Developmental regression, Exercise intolerance, Failure to thrive, Feeding difficulties in infancy, Generalized hypotonia, Global developmental delay, Growth delay, Hepatic failure, Hyperreflexia, Hypertrophic cardiomyopathy, Hypoglycemia, Hyporeflexia, Increased CSF lactate, Lactic acidosis, Lethargy, Leukodystrophy, Mitochondrial inheritance, Muscle weakness, Nystagmus, Optic disc pallor, Phenotypic variability, Progressive macrocephaly, Ptosis, Respiratory failure, Seizures, Sensorineural hearing impairment, Skeletal muscle atrophy, Spasticity, Strabismus, Vomiting, X-linked dominant inheritance
DLX2	DLX2	1.10508E+00	0	Transcription factor	BrainSpLMD|1746;BrainSpMouseDev|13171	SFARI||Autism, 4 - Minimal evidence;OMIM|126255
RDH11	RDH11	1.10399E+00	0.002146643	Enzyme: Dehydrogenase	BrainSpLMD|51109	OMIM|607849;HPO|51109|Autosomal recessive inheritance, Dental malocclusion, Global developmental delay, Malar flattening, Retinal dystrophy, Short stature, Upslanted palpebral fissure, Widely spaced teeth
LSAMP	LSAMP	1.09104E+00	1.56E-06	Adhesion molecule	BrainSpLMD|4045	OMIM|603241
RND3	RND3	1.06850E+00	1.26E-09	G protein	BrainSpLMD|390	OMIM|602924
ARNT	ARNT	1.06025E+00	0.003534982	Transcription factor	BrainSpLMD|405;BrainSpMouseDev|11650	OMIM|126110;COSMIC||AML
KIAA1715	KIAA1715	1.05803E+00	0.004734087			
CHD7	CHD7	1.05364E+00	2.16E-08	DNA binding protein	Eurexp|euxassay_010758|marginal layer, olfactory, ventricular layer, vestibulocochlear VIII, vomeronasal organ	SFARI||Autism, No category;OMIM|608892;HPO|55636|Abnormality of body height, Abnormality of female internal genitalia, Abnormality of lymphocytes, Abnormality of the aortic valve, Abnormality of the cardiac septa, Abnormality of the inner ear, Abnormality of the soft palate, Abnormality of the voice, Absence of pubertal development, Absence of secondary sex characteristics, Alopecia, Anophthalmia, Anosmia, Anterior hypopituitarism, Anxiety, Aplasia/Hypoplasia of the earlobes, Aplasia/Hypoplasia of the eyebrow, Aplasia/Hypoplasia of the thymus, Atrial septal defect, Attention deficit hyperactivity disorder, Autism, Autosomal dominant inheritance, Bifid scrotum, Breast hypoplasia, Choanal atresia, Chorioretinal coloboma, Chronic diarrhea, Cleft lip, Cleft palate, Cleft upper lip, Coloboma, Cryptorchidism, Decreased fertility, Decreased testicular size, Decreased testosterone in males, Delayed eruption of teeth, Delayed puberty, Delayed skeletal maturation, Depressed nasal bridge, Depressivity, Desquamation of skin soon after birth, Dilatation of the aortic arch, Dimple chin, Double outlet right ventricle, Downslanted palpebral fissures, Dry skin, Duodenal atresia, Dysphagia, Edema, Eosinophilia, Erectile abnormalities, Erythroderma, Esophageal atresia, Eunuchoid habitus, External ear malformation, Facial asymmetry, Facial palsy, Failure to thrive, Feeding difficulties, Female hypogonadism, Fever, Gastroesophageal reflux, Gonadotropin deficiency, Gynecomastia, Hearing impairment, Hepatomegaly, Horseshoe kidney, Hydronephrosis, Hypocalcemia, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypoplasia of the ovary, Hypoplasia of the uterus, Hyposmia, Hypothalamic gonadotropin-releasing hormone deficiency, Hypothyroidism, Impotence, Increased female libido, Intellectual disability, Interrupted aortic arch, Iris coloboma, Labial hypoplasia, Low-set, posteriorly rotated ears, Lymphadenopathy, Lymphopenia, Malar flattening, Male hypogonadism, Micropenis, Microphthalmia, Muscular hypotonia, Narrow face, Narrow mouth, Non-obstructive azoospermia, Nystagmus, Obsessive-compulsive behavior, Optic atrophy, Osteopenia, Osteoporosis, Overfolded helix, Parathyroid hypoplasia, Patent ductus arteriosus, Phenotypic variability, Pneumonia, Polyhydramnios, Posterior choanal atresia, Postnatal growth retardation, Primary amenorrhea, Pruritus, Ptosis, Pulmonic stenosis, Reduced bone mineral density, Secondary amenorrhea, Sensorineural hearing impairment, Severe combined immunodeficiency, Sparse body hair, Splenomegaly, Sporadic, Square face, Strabismus, Tetralogy of Fallot, Thickened skin, Tracheoesophageal fistula, Umbilical hernia, Ventricular septal defect, Wide intermamillary distance
SYNRG	SYNRG	1.05314E+00	0.002315321	Transport/cargo protein	BrainSpLMD|11276	OMIM|607291
DAPK1	DAPK1	1.05263E+00	0.009192506	Serine/threonine kinase	BrainSpLMD|1612	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600831
RP11.588P7.1	RP11.588P7.1	1.05168E+00	2.75E-06			
CCDC23	CCDC23	1.04320E+00	0.005940466			
GTF3C6	GTF3C6	1.03843E+00	0.001201504	Unclassified	BrainSpLMD|112495	OMIM|611784
NMT1	NMT1	1.03194E+00	0.000357011	Enzyme: Acyltransferase;Unclassified	BrainSpLMD|4836	OMIM|160993
GLTP	GLTP	1.03133E+00	6.95E-05	Transport/cargo protein	BrainSpLMD|51228;Eurexp|euxassay_005240|anterior, external, thymus primordium	OMIM|608949
KIF3C	KIF3C	1.02811E+00	4.35E-06	Motor protein	BrainSpLMD|3797;Eurexp|euxassay_010971|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, midgut, neural retina, olfactory, spinal cord, stomach, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|602845
HTATSF1	HTATSF1	1.02330E+00	0.003436	Transcription factor	BrainSpLMD|27336	OMIM|300346
KIAA1841	KIAA1841	1.01840E+00	0.009128528	Unclassified	BrainSpLMD|84542;Eurexp|euxassay_014689|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, olfactory, spinal cord, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	
CDK19	CDK19	1.00936E+00	0.006956502	Serine/threonine kinase	BrainSpLMD|23097	OMIM|614720
CARHSP1	CARHSP1	1.00388E+00	0.000380797	Calcium binding protein	BrainSpLMD|23589	OMIM|616885
CDV3	CDV3	9.82620E-01	0.00637681	Unclassified	BrainSpLMD|55573	
SLC25A6	SLC25A6	9.70830E-01	0.002364522	Transport/cargo protein		OMIM|403000
SOX4	SOX4	9.61195E-01	0	Transcription factor	BrainSpLMD|6659;Eurexp|euxassay_019583|cervical, cervico-thoracic, dorsal grey horn, dorsal root ganglion, incisor, lung, mantle layer, mesenchyme, metanephros, molar, neural retina, oesophagus, phalanx, submandibular gland primordium, testis, trachea, valve, vibrissa;BrainSpMouseDev|20439	OMIM|184430
DDX24	DDX24	9.53270E-01	4.38E-06	Transport/cargo protein	BrainSpLMD|57062	OMIM|606181
FOS	FOS	9.52873E-01	1.98E-12	Transcription factor	BrainSpLMD|2353;Eurexp|euxassay_012634|mandible, maxilla;BrainSpMouseDev|14058	OMIM|164810;HPO|2353|Abnormality of skin pigmentation, Acanthosis nigricans, Accelerated skeletal maturation, Bone cyst, Broad foot, Diabetes mellitus, Generalized hirsutism, Growth hormone excess, Hepatic failure, Hepatomegaly, Hyperhidrosis, Hyperinsulinemia, Hypertriglyceridemia, Hypertrophic cardiomyopathy, Insulin resistance, Intellectual disability, Large hands, Lipoatrophy, Mandibular prognathia, Precocious puberty, Prominent supraorbital ridges, Skeletal muscle hypertrophy
PSMC1	PSMC1	9.42782E-01	1.31E-05	Ubiquitin proteasome system protein		OMIM|602706
NDUFB7	NDUFB7	9.36798E-01	0.000580901	Adhesion molecule	BrainSpLMD|4713	OMIM|603842
NOVA2	NOVA2	9.09786E-01	3.01E-05	RNA binding protein	BrainSpLMD|4858;Eurexp|euxassay_013411|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, lung, mantle layer, neural retina, thoracic, trigeminal V, vestibulocochlear VIII	OMIM|601991
CTSB	CTSB	9.08600E-01	1.13E-05	Cysteine protease	BrainSpLMD|1508	OMIM|116810;HPO|1508|Erythema
ARX	ARX	9.06362E-01	5.57E-06	Transcription factor	BrainSpLMD|170302;Eurexp|euxassay_018148|floor plate, floorplate, mantle layer, mesenchyme, ovary, pancreas, paramesonephric duct, skeletal muscle, tarsus, ventricle, ventricular layer;BrainSpMouseDev|11665	SFARI||Autism, No category;OMIM|300382;HPO|170302|Abnormal hair pattern, Abnormality of skin morphology, Abnormality of the hip bone, Agenesis of corpus callosum, Ambiguous genitalia, Broad alveolar ridges, Choreoathetosis, Coarse facial features, Cryptorchidism, Death in infancy, Decreased testicular size, Delayed speech and language development, Developmental regression, Diarrhea, Duane anomaly, Dysarthria, Dysphagia, Dyspnea, Dystonia, EEG abnormality, Epileptic encephalopathy, Feeding difficulties in infancy, Flexion contracture, Focal dystonia, Generalized hirsutism, Generalized hypotonia, Generalized myoclonic seizures, Gliosis, Global developmental delay, Hemiplegia, High forehead, High palate, Hirsutism, Hyperconvex nail, Hyperreflexia, Hypohidrosis, Hypoplasia of penis, Hypospadias, Hypsarrhythmia, Infantile spasms, Intellectual disability, Intellectual disability, progressive, Intellectual disability, severe, Large eyes, Limb dystonia, Limb joint contracture, Lissencephaly, Long philtrum, Long upper lip, Low anterior hairline, Low-set ears, Lower limb spasticity, Malabsorption, Microcephaly, Micrognathia, Micropenis, Muscle stiffness, Muscular hypotonia, Muscular hypotonia of the trunk, Myoclonus, Neonatal hypotonia, Nystagmus, Optic atrophy, Overlapping toe, Pachygyria, Profound global developmental delay, Prominent nasal bridge, Prominent supraorbital ridges, Protruding ear, Renal dysplasia, Rigidity, Scoliosis, Seizures, Severe global developmental delay, Short stature, Spastic tetraplegia, Spasticity, Specific learning disability, Status epilepticus, Strabismus, Synophrys, Tapered finger, Tetraplegia, Thin upper lip vermilion, Triangular face, Ventriculomegaly, Visual impairment, Wide anterior fontanel, Wide nasal bridge, X-linked inheritance, X-linked recessive inheritance
ZDHHC17	ZDHHC17	9.03217E-01	0.000780295	Unclassified	BrainSpLMD|23390	OMIM|607799
KIAA1586	KIAA1586	8.97063E-01	0.005941024	Unclassified	BrainSpLMD|57691	SFARI||Autism, 3 - Suggestive evidence
SBNO1	SBNO1	8.91006E-01	0.00316702	Unclassified	BrainSpLMD|55206	OMIM|614274
PIP4K2B	PIP4K2B	8.78319E-01	0.001327383	Lipid Kinase	BrainSpLMD|8396;Eurexp|euxassay_004158|diencephalon, mandible, olfactory, petrous part, telencephalon, ventricular layer	OMIM|603261
SNW1	SNW1	8.76652E-01	0.007252773	Transcription regulatory protein	BrainSpLMD|22938;Eurexp|euxassay_019554|axial muscle, lung, mantle layer, marginal layer, metanephros, midgut, pancreas, submandibular gland primordium, testis, thymus primordium, thyroid, ventricular layer, vibrissa;BrainSpMouseDev|42197	OMIM|603055
C16orf72	C16orf72	8.72154E-01	0.000968262	Unclassified	BrainSpLMD|29035	
EIF5A	EIF5A	8.69745E-01	2.18E-08	Translation Factor	BrainSpLMD|1984	OMIM|600187
C20orf194	C20orf194	8.69666E-01	6.66E-06	Unclassified		OMIM|614146
DCX	DCX	8.68770E-01	0	Cytoskeletal associated protein	BrainSpLMD|1641;Eurexp|euxassay_018537|brain, capsule, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, midgut, neural retina, olfactory, rest of mesenchyme, skeletal muscle, spinal cord, stomach, thoracic, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|12973	SFARI||Autism, No category;OMIM|300121;HPO|1641|Agenesis of corpus callosum, Ataxia, Death in infancy, Dysarthria, Feeding difficulties, Hypertonia, Incomplete penetrance, Infantile onset, Intellectual disability, Intellectual disability, severe, Lissencephaly, Micropenis, Motor delay, Muscular hypotonia, Muscular hypotonia of the trunk, Nystagmus, Pachygyria, Postnatal growth retardation, Seizures, X-linked inheritance
ELMO2	ELMO2	8.63879E-01	0.008110284	Unclassified	BrainSpLMD|63916	OMIM|606421;HPO|63916|Autosomal recessive inheritance, Elevated alkaline phosphatase, Gingival bleeding, Proptosis, Umbilical hernia, Visual loss
CTTNBP2NL	CTTNBP2NL	8.63027E-01	0.006565567	Unclassified	BrainSpLMD|55917;Eurexp|euxassay_003204|axial muscle, bladder, calyces, hindgut, lobe, midgut, oral epithelium, orbito-sphenoid, rectum, stomach, submandibular gland primordium, urethra, vibrissa	OMIM|615100
