id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
TBR1	TBR1	1.37871E+00	2.26E-06	Transcription factor	BrainSpLMD|10716;BrainSpMouseDev|21136	SFARI||Autism, 1 - High confidence;OMIM|604616;HPO|10716|Abnormality of oral frenula, Abnormality of the iris, Autistic behavior, Bullet-shaped distal phalanx of the hallux, Camptodactyly of finger, Cataract, Cleft palate, Coloboma, Downslanted palpebral fissures, Failure to thrive, Growth delay, Hand clenching, Hypertelorism, Intellectual disability, Long fingers, Low-set, posteriorly rotated ears, Microphthalmia, Neonatal hypotonia, Seizures, Severe global developmental delay, Short neck, Short philtrum, Small face, Small for gestational age, Toe syndactyly
MYT1	MYT1	1.37777E+00	4.94E-06	Transcription factor	BrainSpLMD|4661;Eurexp|euxassay_005418|brain, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, nerve, neural retina, olfactory, respiratory, spinal cord, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|17699	OMIM|600379
RASGEF1B	RASGEF1B	1.37141E+00	0	Guanine nucleotide exchange factor	BrainSpLMD|153020;Eurexp|euxassay_003547|basal plate, mantle layer, marginal layer, ventricular layer, vestibulocochlear VIII, vibrissa	OMIM|614532
LZTS1	LZTS1	1.36309E+00	0.000452627	Unclassified	BrainSpLMD|11178;Eurexp|euxassay_011133|mantle layer, marginal layer, ventricular layer;BrainSpMouseDev|84266	OMIM|606551;HPO|11178|Autosomal dominant inheritance, Squamous cell carcinoma
PRDX1	PRDX1	1.30659E+00	8.42E-09	Enzyme: Peroxidase	BrainSpLMD|5052	OMIM|176763
ITPR2	ITPR2	1.28923E+00	0.000860995	Transport/cargo protein	BrainSpLMD|3709;Eurexp|euxassay_013833|mantle layer	OMIM|600144;HPO|3709|Anhidrosis, Autosomal recessive inheritance, Generalized anhidrosis, Heat intolerance
RPL7P32	RPL7P32	1.26066E+00	0.001264038			
RCOR2	RCOR2	1.25297E+00	7.37E-07	DNA binding protein	BrainSpLMD|283248;Eurexp|euxassay_009808|clavicle, mandible, mantle layer, maxilla, olfactory, orbito-sphenoid, rib;BrainSpMouseDev|68548	OMIM|616019
PPP4R1	PPP4R1	1.22429E+00	2.00E-05	Enzyme regulator	BrainSpLMD|9989	OMIM|604908
ANK3	ANK3	1.21543E+00	0.000105759	Adapter molecule	BrainSpLMD|288;BrainSpMouseDev|11522	SFARI||Autism, No category;OMIM|600465;HPO|288|Aggressive behavior, Autosomal recessive inheritance, Bruxism, Generalized hypotonia, Hyperactivity, Intellectual disability, Intellectual disability, moderate, Spasticity
GRAMD1B	GRAMD1B	1.21194E+00	0.002036682	Integral membrane protein	BrainSpLMD|57476;Eurexp|euxassay_016918|medulla, testis	
CORO1C	CORO1C	1.21107E+00	3.95E-12	Cytoskeletal associated protein	BrainSpLMD|23603	OMIM|605269
ROBO2	ROBO2	1.19535E+00	0	Cell surface receptor	BrainSpMouseDev|92611	SFARI||Autism, 3 - Suggestive evidence;OMIM|602431;COSMIC||colorectal adenocarcinoma, melanoma;HPO|6092|Autosomal dominant inheritance, Renal hypoplasia, Vesicoureteral reflux
FOXJ3	FOXJ3	1.18342E+00	2.02E-06	Transcription factor	BrainSpLMD|22887;BrainSpMouseDev|87088	OMIM|616035
PDHA1	PDHA1	1.17160E+00	0.00012048	Enzyme: Dehydrogenase	BrainSpLMD|5160	OMIM|300502;HPO|5160|Abnormality of eye movement, Agenesis of corpus callosum, Anteverted nares, Apneic episodes precipitated by illness, fatigue, stress, Basal ganglia cysts, Cerebral atrophy, Choreoathetosis, Chronic lactic acidosis, Decreased activity of the pyruvate dehydrogenase complex, Dystonia, Episodic ataxia, Flared nostrils, Frontal bossing, Generalized hypotonia, Global developmental delay, Hyperalaninemia, Increased CSF lactate, Increased serum lactate, Infantile onset, Intellectual disability, Lethargy, Long philtrum, Microcephaly, Phenotypic variability, Ptosis, Seizures, Severe lactic acidosis, Small for gestational age, Ventriculomegaly, Wide nasal bridge, X-linked dominant inheritance
NEUROD6	NEUROD6	1.16624E+00	7.51E-14	Transcription factor	BrainSpLMD|63974;Eurexp|euxassay_017889|inner ear, mantle layer, olfactory, olfactory lobe;BrainSpMouseDev|11708	OMIM|611513
PPFIA2	PPFIA2	1.15617E+00	0.001621339	Anchor protein	BrainSpLMD|8499	OMIM|603143
CORO2B	CORO2B	1.15053E+00	0.00212517	Cytoskeletal associated protein	BrainSpLMD|10391	OMIM|605002
MLLT3	MLLT3	1.14915E+00	5.16E-13	Unclassified	BrainSpLMD|4300;Eurexp|euxassay_008130|adrenal gland, brain, ear, epithelium, hindgut, incisor, inner ear, lobe, metatarsus, molar, penis, rectum, rib, spinal cord, submandibular gland primordium, vibrissa	OMIM|159558;COSMIC||ALL
PHC2	PHC2	1.14408E+00	0.001581261	Ubiquitin proteasome system protein	BrainSpLMD|1912	OMIM|602979
CTR9	CTR9	1.14292E+00	0.002897725	Transcription regulatory protein	BrainSpLMD|9646	OMIM|609366
RYBP	RYBP	1.12674E+00	0.002761572	Transcription regulatory protein	BrainSpLMD|23429;Eurexp|euxassay_019658|mantle layer, olfactory, vibrissa, vomeronasal organ;BrainSpMouseDev|35633	OMIM|607535
CCDC88C	CCDC88C	1.10620E+00	0.005039872	Protease inhibitor	BrainSpLMD|440193;Eurexp|euxassay_016252|clavicle, femur, humerus, mandible, mantle layer, maxilla, orbito-sphenoid, rib, ventral grey horn	SFARI||Autism, 4 - Minimal evidence;OMIM|611204;HPO|440193|Adult onset, Autosomal dominant inheritance, Autosomal recessive inheritance, Broad-based gait, Congenital onset, Dysarthria, Dysdiadochokinesis, Hydrocephalus, Hyperreflexia, Intellectual disability, Intention tremor, Pontocerebellar atrophy, Seizures, Slow progression, Spastic paraparesis, Unsteady gait, Ventriculomegaly
LINC00478	LINC00478	1.08494E+00	2.26E-05			
ELMO1	ELMO1	1.08388E+00	3.78E-06	Unclassified;Motor protein	BrainSpLMD|9844;Eurexp|euxassay_012546|floor plate, floorplate, mantle layer, marginal layer, vibrissa	OMIM|606420
HES6	HES6	1.08275E+00	0.000312082	Transcription regulatory protein	BrainSpLMD|55502;Eurexp|euxassay_018314|head mesenchyme, marginal layer, mesenchyme, molar, neural retina, olfactory, respiratory, retina, skeletal muscle, thymus primordium, trachea, ventricular layer, vertebral axis muscle system;BrainSpMouseDev|35214	OMIM|610331
TENM4	TENM4	1.08229E+00	8.55E-05	Cell surface receptor		OMIM|610084;HPO|26011|Age-dependent penetrance, Autosomal dominant inheritance, Intention tremor, Postural tremor, Slow progression, Variable expressivity
PLXNA2	PLXNA2	1.07890E+00	2.84E-06	Cell surface receptor	BrainSpLMD|5362;Eurexp|euxassay_010018|brain, spinal cord;BrainSpMouseDev|18609	OMIM|601054
LINC00883	LINC00883	1.07274E+00	0.000964367			
NTM	NTM	1.06981E+00	1.52E-05	Adhesion molecule	BrainSpLMD|50863;Eurexp|euxassay_012548|axial skeleton, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, meninges, mesenchyme, neural retina, trigeminal V, vestibulocochlear VIII;BrainSpMouseDev|87964	OMIM|607938
THUMPD3.AS1	THUMPD3.AS1	1.05242E+00	0.009652249			
RP11.436K8.1	RP11.436K8.1	1.04616E+00	2.14E-06			
ST8SIA1	ST8SIA1	1.03327E+00	0.00829867	Enzyme: Sialyltransferase	BrainSpLMD|6489;Eurexp|euxassay_000637|dorsal root ganglion, inferior, superior, trigeminal V, vagus X	OMIM|601123
KIF3C	KIF3C	9.99864E-01	8.30E-05	Motor protein	BrainSpLMD|3797;Eurexp|euxassay_010971|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, midgut, neural retina, olfactory, spinal cord, stomach, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|602845
THSD7A	THSD7A	9.98761E-01	7.52E-05	Unclassified	Eurexp|euxassay_013737|calyces, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, marginal layer, mesenchyme, midgut, neural retina, olfactory, stomach, thyroid, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|612249
SMARCD3	SMARCD3	9.88561E-01	0.000486004	Transcription regulatory protein	BrainSpLMD|6604	OMIM|601737
TLK2	TLK2	9.84757E-01	0.001847275	Cell cycle control protein	BrainSpLMD|11011	SFARI||Autism, 5 - Hypothesized but untested;OMIM|608439
DOK6	DOK6	9.81459E-01	0.000875318	Adapter molecule	BrainSpLMD|220164;Eurexp|euxassay_013254|dorsal root ganglion, facial VII, forebrain, glossopharyngeal IX, hindbrain, midbrain, spinal cord, trigeminal V	OMIM|611402
CLMP	CLMP	9.75150E-01	0.000106624		BrainSpLMD|79827;Eurexp|euxassay_001798|mantle layer, marginal layer	OMIM|611693;HPO|79827|Abnormal peristalsis, Autosomal recessive inheritance, Chronic diarrhea, Cognitive impairment, Congenital shortened small intestine, Decreased intestinal transit time, Failure to thrive, Hypotrichosis, Intestinal hypoplasia, Intestinal malrotation, Lipoatrophy, Short stature, Steatorrhea
SRRM4	SRRM4	9.56052E-01	0.004274705	Unclassified	BrainSpLMD|84530	SFARI||Autism, 5 - Hypothesized but untested;OMIM|613103
ENC1	ENC1	9.46953E-01	7.05E-10	Structural protein	BrainSpLMD|8507;BrainSpMouseDev|13581	OMIM|605173
CNTNAP2	CNTNAP2	9.33552E-01	5.21E-05	Adhesion molecule	BrainSpLMD|26047;Eurexp|euxassay_011473|facial VII, forebrain, glossopharyngeal IX, hindbrain, midbrain, neural retina, spinal cord, trigeminal V	SFARI||Autism, 2 - Strong candidate;OMIM|604569;COSMIC||glioma, melanoma;HPO|26047|Cortical dysplasia, Delayed gross motor development, Hyperactivity, Impaired social interactions, Intellectual disability, Progressive language deterioration, Reduced tendon reflexes, Seizures
PRKX	PRKX	9.18893E-01	0.00115478	Serine/threonine kinase	BrainSpLMD|5613	OMIM|300083
NFIA	NFIA	9.11325E-01	0	Transcription factor	BrainSpLMD|4774;BrainSpMouseDev|17794	SFARI||Autism, 4 - Minimal evidence;OMIM|600727;HPO|4774|Agenesis of corpus callosum, Anteverted nares, Arnold-Chiari type I malformation, Broad face, Broad forehead, Cognitive impairment, Cutis marmorata, Generalized hypotonia, Global developmental delay, Hydronephrosis, Hypoplasia of the corpus callosum, Inguinal hernia, Intellectual disability, Low-set ears, Macrocephaly, Narrow mouth, Phenotypic variability, Renal hypoplasia, Seizures, Short chin, Short nose, Sporadic, Syringomyelia, Thin upper lip vermilion, Ventriculomegaly, Vesicoureteral reflux
RPL5P4	RPL5P4	9.01857E-01	0.005337894			
ZNF423	ZNF423	8.99717E-01	6.02E-06	DNA binding protein	BrainSpLMD|23090	OMIM|604557;HPO|23090|Apnea, Ataxia, Autistic behavior, Autosomal dominant inheritance, Autosomal recessive inheritance, Biparietal narrowing, Blindness, Cerebellar vermis hypoplasia, Chorioretinal coloboma, Global developmental delay, Intellectual disability, Iris coloboma, Long face, Low-set, posteriorly rotated ears, Molar tooth sign on MRI, Muscular hypotonia, Nephronophthisis, Nephropathy, Nystagmus, Phenotypic variability, Polycystic kidney dysplasia, Ptosis, Retinal dystrophy, Tachypnea
EZR	EZR	8.91119E-01	5.33E-15	Anchor protein	BrainSpLMD|7430;Eurexp|euxassay_018306|axial skeleton, calyces, choroid plexus, cochlea, dorsal root ganglion, epidermis, epithelium, fundus region, hindgut, incisor, larynx, lens, lobe, lung, marginal layer, midgut, molar, oesophagus, oral epithelium, pelvis, penis, pharyngo-tympanic tube, pituitary, rectum, renal/urinary system, rib, saccule, stomach, sublingual gland primordium, submandibular gland primordium, thymus primordium, thyroid, trachea, urethra, ventricle, ventricular layer, vibrissa	OMIM|123900;COSMIC||NSCLC
CDON	CDON	8.85312E-01	0.001407994	Cell surface receptor	BrainSpLMD|50937;BrainSpMouseDev|37081	OMIM|608707;HPO|50937|Agenesis of corpus callosum, Autosomal dominant inheritance, Cleft lip, Cleft palate, Delayed puberty, Ectopic posterior pituitary, Failure to thrive, Global developmental delay, Holoprosencephaly, Hypoglycemia, Hypoplasia of penis, Hypotelorism, Hypothyroidism, Microcephaly, Polysplenia, Proptosis, Short stature, Sporadic, Synophrys, Thick eyebrow, Variable expressivity
CNR1	CNR1	8.74218E-01	2.60E-05	G protein coupled receptor	BrainSpLMD|1268;BrainSpMouseDev|12584	SFARI||Autism, 3 - Suggestive evidence;OMIM|114610
NKAIN1	NKAIN1	8.70917E-01	0.005142972	Integral membrane protein	BrainSpLMD|79570	OMIM|612871
RBBP4P1	RBBP4P1	8.70448E-01	0.00074437			
NFIB	NFIB	8.68440E-01	0	Transcription factor	BrainSpLMD|4781;BrainSpMouseDev|17795	OMIM|600728;COSMIC||adenoid cystic carcinoma, lipoma
GPR56	GPR56	8.43549E-01	0.008467242			
PREX1	PREX1	8.30913E-01	8.66E-05	Guanine nucleotide exchange factor	BrainSpLMD|57580;Eurexp|euxassay_007998|femur, humerus, mandible, mantle layer, marginal layer, maxilla, orbito-sphenoid, palatal shelf, rib, ventricular layer	SFARI||Autism, 3 - Suggestive evidence;OMIM|606905
RND3	RND3	8.17941E-01	1.43E-05	G protein	BrainSpLMD|390	OMIM|602924
SORBS1	SORBS1	8.05413E-01	0.009999738	Cell junction protein	BrainSpLMD|10580;Eurexp|euxassay_003610|axial skeleton, basisphenoid bone, bladder, brain, dorsal root ganglion, facial VII, forelimb, glossopharyngeal IX, heart, hindlimb, incisor, lens, liver, lung, metanephros, midgut, nasal septum, oesophagus, olfactory, orbito-sphenoid, otic capsule, respiratory, retina, rib, spinal cord, sternum, stomach, tongue, trachea, trigeminal V, vagus X, vertebra, vertebral cartilage condensation, vestibulocochlear VIII;BrainSpMouseDev|20174	OMIM|605264
GTF2IP1	GTF2IP1	8.05086E-01	5.61E-05			
POU3F2	POU3F2	8.01986E-01	3.67E-06	Transcription factor	BrainSpLMD|5454;BrainSpMouseDev|18755	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600494
POU3F3	POU3F3	8.00075E-01	0.008391233	Transcription factor	BrainSpLMD|5455;Eurexp|euxassay_019559|axial skeleton, ductus deferens, inner ear, larynx, lip, loop, lower, mandible, mantle layer, marginal layer, maxilla, metanephros, midgut, nasal septum, palatal shelf, penis, phalanx, rectum, skeletal muscle, trigeminal V, upper, ventricular layer;BrainSpMouseDev|18756	OMIM|602480
GPM6A	GPM6A	7.84560E-01	4.85E-10	Integral membrane protein	BrainSpLMD|2823;Eurexp|euxassay_005521|brain, diaphragm, epithelium, lip, mesenchyme, mesothelium, neural retina, olfactory, pericardial cavity, spinal cord, stroma	OMIM|601275
ST6GAL2	ST6GAL2	7.79933E-01	0.001101095	Enzyme: Sialyltransferase	BrainSpLMD|84620	OMIM|608472
RAB12	RAB12	7.72938E-01	1.59E-05	G protein		OMIM|616448
ADRA2A	ADRA2A	7.55344E-01	0.004362656	G protein coupled receptor	BrainSpLMD|150;Eurexp|euxassay_010849|basisphenoid bone, mantle layer, marginal layer, naris, nasal capsule, olfactory, ventral grey horn;BrainSpMouseDev|11338	OMIM|104210
UGGT2	UGGT2	7.54294E-01	0.004836565	Enzyme: Glycosyltransferase	BrainSpLMD|55757	OMIM|605898
LINC01158	LINC01158	7.52476E-01	1.69E-06			
SPIRE1	SPIRE1	7.45218E-01	0.000279418	Transport/cargo protein	BrainSpLMD|56907	OMIM|609216
PALMD	PALMD	7.29065E-01	9.14E-05	Unclassified	BrainSpLMD|54873	OMIM|610182
IDS	IDS	7.24467E-01	1.35E-05	Enzyme: Sulphohydrolase	BrainSpLMD|3423	OMIM|300823;HPO|3423|Abnormality of retinal pigmentation, Abnormality of the heart valves, Asthma, Cervical cord compression, Coarse facial features, Congestive heart failure, Delayed eruption of teeth, Dermatan sulfate excretion in urine, Diarrhea, Dysostosis multiplex, Flexion contracture, Hearing impairment, Heparan sulfate excretion in urine, Hepatomegaly, Hoarse voice, Hydrocephalus, Hypertrichosis, Inguinal hernia, Intellectual disability, profound, Intestinal pseudo-obstruction, Kyphosis, Macrocephaly, Macroglossia, Mild short stature, Neurodegeneration, Obstructive sleep apnea, Papilledema, Pes cavus, Ptosis, Recurrent otitis media, Scaphocephaly, Seizures, Severe short stature, Short neck, Short stature, Splenomegaly, Split hand, Thick lower lip vermilion, Tracheobronchomalacia, Umbilical hernia, Widely spaced teeth, X-linked recessive inheritance
PGAP1	PGAP1	7.17372E-01	0.001123833	Enzyme: Acyltransferase	BrainSpLMD|80055	OMIM|611655;HPO|80055|Abnormal electroretinogram, Abnormality of the dentition, Autosomal recessive inheritance, Cerebral atrophy, Global developmental delay, Intellectual disability, Macrotia, Microcephaly, Neonatal hypotonia, Retinal dystrophy, Short neck, Short stature, Wide mouth
QSER1	QSER1	7.16316E-01	4.15E-05	Unclassified	BrainSpLMD|79832	
RP11.396K3.1	RP11.396K3.1	7.06506E-01	0.002247929			
EIF3H	EIF3H	7.01604E-01	0.000528993	Translation regulatory protein	BrainSpLMD|8667;Eurexp|euxassay_002980|axial skeleton	OMIM|603912
ZNF292	ZNF292	6.86655E-01	0.001444862	Transcription factor		SFARI||Autism, 4 - Minimal evidence;OMIM|616213
TARBP1	TARBP1	6.86053E-01	0.009137976	RNA binding protein	BrainSpLMD|6894	OMIM|605052
FAM13B	FAM13B	6.80238E-01	0.006008581	GTPase activating protein	BrainSpLMD|51306	OMIM|609371
NUMBL	NUMBL	6.65721E-01	0.005010905	Unclassified	BrainSpLMD|9253;BrainSpMouseDev|17990	OMIM|604018
RP5.1085F17.3	RP5.1085F17.3	6.64141E-01	0.001762638			
MARCKS	MARCKS	6.63577E-01	5.55E-16	Cytoskeletal protein	BrainSpLMD|4082	OMIM|177061
YWHAQ	YWHAQ	6.61519E-01	8.05E-05	Adapter molecule	BrainSpLMD|10971	OMIM|609009
ELAVL3	ELAVL3	6.47964E-01	0.002158204	RNA binding protein	BrainSpLMD|1995	SFARI||Autism, 3 - Suggestive evidence;OMIM|603458
GLCE	GLCE	6.39443E-01	0.000660337	Enzyme: Epimerase	BrainSpLMD|26035;Eurexp|euxassay_014583|lip	OMIM|612134
BCL11B	BCL11B	6.22685E-01	4.58E-07	Transcription regulatory protein;DNA binding protein	BrainSpLMD|64919;BrainSpMouseDev|37240	OMIM|606558;COSMIC||T-ALL;HPO|64919|Absent speech, Autosomal dominant inheritance, Congenital onset, Generalized hypotonia, Global developmental delay, Hirsutism, Hypertelorism, Inflammatory abnormality of the skin, Intellectual disability, Micrognathia, Natal tooth, Pulmonary artery stenosis, Seizures, Severe combined immunodeficiency, Short palpebral fissure, Spastic tetraplegia, Umbilical hernia, Wormian bones
LRRC75A.AS1	LRRC75A.AS1	6.20828E-01	0.005984129			
LRCH3	LRCH3	6.19845E-01	0.004835886	Unclassified	BrainSpLMD|84859	
TXNRD1	TXNRD1	6.16620E-01	0.00049309	Enzyme: Oxidoreductase	BrainSpLMD|7296;Eurexp|euxassay_018922|axial muscle, clavicle, dorsal root ganglion, incisor, liver, lung, mandible, mantle layer, maxilla, molar, neural retina, olfactory, pancreas, pharyngo-tympanic tube, rib, submandibular gland primordium, thymus primordium, thyroid, ventral grey horn, ventricular layer, vibrissa	OMIM|601112
SNRPGP10	SNRPGP10	6.14687E-01	0.000681436			
TAGLN3	TAGLN3	6.11376E-01	0.000998682	Cytoskeletal associated protein;Unclassified	BrainSpLMD|29114;Eurexp|euxassay_000750|dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, inferior, neural retina, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|607953
GTF2I	GTF2I	6.11098E-01	0.001133909	Transcription factor	BrainSpLMD|2969	SFARI||Autism, 4 - Minimal evidence;OMIM|601679;HPO|2969|Abdominal pain, Abnormality of dental enamel, Abnormality of extrapyramidal motor function, Abnormality of pelvic girdle bone morphology, Abnormality of the fingernails, Abnormality of the neck, Anxiety, Arthralgia, Attention deficit hyperactivity disorder, Autism, Blepharophimosis, Broad forehead, Cerebral ischemia, Chronic otitis media, Clinodactyly of the 5th finger, Coarse facial features, Colonic diverticula, Constipation, Dental malocclusion, Depressivity, Down-sloping shoulders, Dysgraphia, Dysmetria, Elevated serum creatine phosphokinase, Elfin facies, Epicanthus, Everted lower lip vermilion, Failure to thrive in infancy, Gait imbalance, Genu valgum, Hallux valgus, High forehead, High-grade hypermetropia, Hoarse voice, Hyperacusis, Hypercalcemia, Hypercalciuria, Hyperlordosis, Hyperreflexia, Hypodontia, Hypoplasia of the zygomatic bone, Hypoplastic toenails, Inguinal hernia, Insomnia, Intellectual disability, Joint stiffness, Kyphosis, Long philtrum, Low-set, posteriorly rotated ears, Macroglossia, Macrotia, Microcephaly, Microdontia, Micrognathia, Mitral regurgitation, Mitral valve prolapse, Muscular hypotonia, Narrow face, Nausea and vomiting, Nystagmus-induced head nodding, Obesity, Obsessive-compulsive behavior, Open bite, Overfriendliness, Pelvic kidney, Periorbital edema, Peripheral pulmonary artery stenosis, Pes planus, Phonophobia, Pointed chin, Proteinuria, Protruding ear, Pulmonic stenosis, Redundant skin, Renal insufficiency, Renovascular hypertension, Sacral dimple, Sensorineural hearing impairment, Short nose, Short stature, Spasticity, Strabismus, Stroke, Supravalvular aortic stenosis, Thick lower lip vermilion, Tremor, Visual impairment, Wide mouth, Wide nasal bridge
MIDN	MIDN	6.01622E-01	0.000187877	Unclassified		OMIM|606700
MARK3	MARK3	5.96112E-01	5.31E-05	Serine/threonine kinase	BrainSpLMD|4140	OMIM|602678
CD24	CD24	5.94449E-01	0.007624938		BrainSpLMD|100133941;BrainSpMouseDev|12269	OMIM|600074
CDC5L	CDC5L	5.93430E-01	2.97E-05	Cell cycle control protein	BrainSpLMD|988	OMIM|602868
NREP	NREP	5.92624E-01	2.80E-12	Unclassified	BrainSpLMD|9315	OMIM|607332
THBS1	THBS1	5.87053E-01	0.000211697	Extracellular matrix protein	BrainSpLMD|7057;Eurexp|euxassay_005711|axial skeleton, clavicle, cranium, footplate, handplate, left lung, lip, liver, mesenchyme, naris, rest of mesenchyme, right lung, sternum, turbinate bones	SFARI||Autism, No category;OMIM|188060
SLA	SLA	5.85198E-01	7.05E-05	Adapter molecule	BrainSpLMD|6503	OMIM|601099
MLLT4	MLLT4	5.81854E-01	0.00423234			
CHMP5	CHMP5	5.77127E-01	0.000287177	Transport/cargo protein	BrainSpLMD|51510	OMIM|610900
